boundary,boundary_label,stim,stim_idx,unique_stim_idx,class,resp,class_pred,net_idx,stim_aligned,resp_aligned,stim_rank
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.570443,0.0,3,-0.4166666567325592,-0.17955702543258667,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.5941866,0.0,3,-0.369047611951828,-0.15581339597702026,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.6174978,0.0,3,-0.3214285671710968,-0.13250219821929932,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.64028066,0.0,3,-0.2738095223903656,-0.10971933603286743,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.6624483,0.0,3,-0.226190447807312,-0.08755171298980713,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.6839242,0.0,3,-0.1785714030265808,-0.06607580184936523,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.70464295,0.0,3,-0.1309523582458496,-0.04535704851150513,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.7245506,0.0,3,-0.08333331346511841,-0.025449395179748535,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.74360466,0.0,3,-0.03571426868438721,-0.0063953399658203125,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.761774,1.0,3,0.011904776096343994,0.011774003505706787,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.761774,1.0,3,0.011904776096343994,0.011774003505706787,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7790384,1.0,3,0.059523820877075195,0.029038429260253906,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7790384,1.0,3,0.059523820877075195,0.029038429260253906,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.79538774,1.0,3,0.1071428656578064,0.04538774490356445,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.79538774,1.0,3,0.1071428656578064,0.04538774490356445,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.81082106,1.0,3,0.1547619104385376,0.0608210563659668,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.81082106,1.0,3,0.1547619104385376,0.0608210563659668,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.8242301,1.0,3,0.2023809552192688,0.07423007488250732,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.8242301,1.0,3,0.2023809552192688,0.07423007488250732,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.16322252,0.0,4,-0.2023809514939785,-0.08677747845649719,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.16322252,0.0,4,-0.2023809514939785,-0.08677747845649719,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.17751987,0.0,4,-0.154761902987957,-0.07248012721538544,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.17751987,0.0,4,-0.154761902987957,-0.07248012721538544,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.19278112,0.0,4,-0.1071428507566452,-0.05721887946128845,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.19278112,0.0,4,-0.1071428507566452,-0.05721887946128845,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.20902087,0.0,4,-0.059523805975914,-0.04097913205623627,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.20902087,0.0,4,-0.059523805975914,-0.04097913205623627,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.22624522,0.0,4,-0.0119047611951828,-0.023754775524139404,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.22624522,0.0,4,-0.0119047611951828,-0.023754775524139404,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.24445038,0.0,4,0.035714298486709595,-0.005549624562263489,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.26362124,1.0,4,0.0833333432674408,0.013621240854263306,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.28373104,1.0,4,0.130952388048172,0.033731043338775635,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.30473998,1.0,4,0.1785714328289032,0.05473998188972473,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.32659525,1.0,4,0.2261904776096344,0.0765952467918396,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.34923065,1.0,4,0.273809552192688,0.09923064708709717,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.37256685,1.0,4,0.3214285969734192,0.12256684899330139,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.3965123,1.0,4,0.3690476417541504,0.14651229977607727,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.4209642,1.0,4,0.4166666865348816,0.17096421122550964,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.44581005,1.0,4,0.4642857313156128,0.19581004977226257,20.0
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.26997107,0.0,4,-0.4523809514939785,-0.2300289273262024,1.0
0.5,b=0.50,0.095238097012043,1,1,0.0,0.29037425,0.0,4,-0.404761902987957,-0.2096257507801056,2.0
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.31166103,0.0,4,-0.3571428507566452,-0.188338965177536,3.0
0.5,b=0.50,0.190476194024086,3,3,0.0,0.3337744,0.0,4,-0.309523805975914,-0.1662256121635437,4.0
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.3566438,0.0,4,-0.2619047611951828,-0.14335620403289795,5.0
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.380186,0.0,4,-0.2142857015132904,-0.11981400847434998,6.0
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.40430558,0.0,4,-0.1666666567325592,-0.09569442272186279,7.0
0.5,b=0.50,0.380952388048172,7,7,0.0,0.42889658,0.0,4,-0.119047611951828,-0.07110342383384705,8.0
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.45384365,0.0,4,-0.0714285671710968,-0.046156346797943115,9.0
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.4790247,0.0,4,-0.0238095223903656,-0.02097529172897339,10.0
0.5,b=0.50,0.523809552192688,10,10,1.0,0.5043128,1.0,4,0.02380955219268799,0.0043128132820129395,11.0
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.5295788,1.0,4,0.07142859697341919,0.029578804969787598,12.0
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.55469424,1.0,4,0.11904764175415039,0.05469423532485962,13.0
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.57953334,1.0,4,0.1666666865348816,0.07953333854675293,14.0
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.6039761,1.0,4,0.2142857313156128,0.10397607088088989,15.0
0.5,b=0.50,0.761904776096344,15,15,1.0,0.6279102,1.0,4,0.261904776096344,0.12791019678115845,16.0
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6512332,1.0,4,0.3095238208770752,0.15123319625854492,17.0
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.6738535,1.0,4,0.3571428656578064,0.17385351657867432,18.0
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.69569236,1.0,4,0.4047619104385376,0.19569236040115356,19.0
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.71561277,1.0,4,0.4523809552192688,0.2156127691268921,20.0
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.53765744,0.0,4,-0.4642857015132904,-0.21234256029129028,1.0
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.56269765,0.0,4,-0.4166666567325592,-0.1873023509979248,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.5874224,0.0,4,-0.369047611951828,-0.16257762908935547,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.61171377,0.0,4,-0.3214285671710968,-0.13828623294830322,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6354626,0.0,4,-0.2738095223903656,-0.11453741788864136,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.6585696,0.0,4,-0.226190447807312,-0.0914304256439209,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.6809472,0.0,4,-0.1785714030265808,-0.0690528154373169,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.70252067,0.0,4,-0.1309523582458496,-0.047479331493377686,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.7232284,0.0,4,-0.08333331346511841,-0.026771605014801025,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.74302185,0.0,4,-0.03571426868438721,-0.006978154182434082,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.76186585,1.0,4,0.011904776096343994,0.011865854263305664,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.76186585,1.0,4,0.011904776096343994,0.011865854263305664,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7797377,1.0,4,0.059523820877075195,0.02973771095275879,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7797377,1.0,4,0.059523820877075195,0.02973771095275879,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.79429716,1.0,4,0.1071428656578064,0.04429715871810913,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.79429716,1.0,4,0.1071428656578064,0.04429715871810913,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.8040213,1.0,4,0.1547619104385376,0.05402129888534546,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.8040213,1.0,4,0.1547619104385376,0.05402129888534546,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.812473,1.0,4,0.2023809552192688,0.06247299909591675,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.812473,1.0,4,0.2023809552192688,0.06247299909591675,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.2053109,0.0,5,-0.2023809514939785,-0.044689103960990906,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.2053109,0.0,5,-0.2023809514939785,-0.044689103960990906,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.20797378,0.0,5,-0.154761902987957,-0.04202622175216675,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.20797378,0.0,5,-0.154761902987957,-0.04202622175216675,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.21066204,0.0,5,-0.1071428507566452,-0.03933796286582947,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.21066204,0.0,5,-0.1071428507566452,-0.03933796286582947,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.21910746,0.0,5,-0.059523805975914,-0.03089253604412079,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.21910746,0.0,5,-0.059523805975914,-0.03089253604412079,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.23506388,0.0,5,-0.0119047611951828,-0.014936119318008423,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.23506388,0.0,5,-0.0119047611951828,-0.014936119318008423,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.25180754,1.0,5,0.035714298486709595,0.0018075406551361084,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.26932397,1.0,5,0.0833333432674408,0.01932397484779358,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.28759053,1.0,5,0.130952388048172,0.03759053349494934,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.3065762,1.0,5,0.1785714328289032,0.0565761923789978,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.3262412,1.0,5,0.2261904776096344,0.07624119520187378,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.34653732,1.0,5,0.273809552192688,0.09653732180595398,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.36740744,1.0,5,0.3214285969734192,0.11740744113922119,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.38878673,1.0,5,0.3690476417541504,0.13878673315048218,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.41060257,1.0,5,0.4166666865348816,0.16060256958007812,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.43277574,1.0,5,0.4642857313156128,0.18277573585510254,20.0
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.29413906,0.0,5,-0.4523809514939785,-0.2058609426021576,1.0
0.5,b=0.50,0.095238097012043,1,1,0.0,0.31336686,0.0,5,-0.404761902987957,-0.1866331398487091,2.0
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.33325815,0.0,5,-0.3571428507566452,-0.16674184799194336,3.0
0.5,b=0.50,0.190476194024086,3,3,0.0,0.35376155,0.0,5,-0.309523805975914,-0.14623844623565674,4.0
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.3748172,0.0,5,-0.2619047611951828,-0.12518280744552612,5.0
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.3963575,0.0,5,-0.2142857015132904,-0.10364249348640442,6.0
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.41830742,0.0,5,-0.1666666567325592,-0.08169257640838623,7.0
0.5,b=0.50,0.380952388048172,7,7,0.0,0.44058564,0.0,5,-0.119047611951828,-0.05941435694694519,8.0
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.46310583,0.0,5,-0.0714285671710968,-0.03689417243003845,9.0
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.4857775,0.0,5,-0.0238095223903656,-0.014222502708435059,10.0
0.5,b=0.50,0.523809552192688,10,10,1.0,0.50850785,1.0,5,0.02380955219268799,0.008507847785949707,11.0
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.53120303,1.0,5,0.07142859697341919,0.031203031539916992,12.0
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.55376995,1.0,5,0.11904764175415039,0.05376994609832764,13.0
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.57611734,1.0,5,0.1666666865348816,0.07611733675003052,14.0
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.59815764,1.0,5,0.2142857313156128,0.09815764427185059,15.0
0.5,b=0.50,0.761904776096344,15,15,1.0,0.61980826,1.0,5,0.261904776096344,0.11980825662612915,16.0
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6409926,1.0,5,0.3095238208770752,0.14099258184432983,17.0
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.66164076,1.0,5,0.3571428656578064,0.16164076328277588,18.0
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.68169117,1.0,5,0.4047619104385376,0.18169116973876953,19.0
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.7010902,1.0,5,0.4523809552192688,0.20109021663665771,20.0
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.56160146,0.0,5,-0.4642857015132904,-0.188398540019989,1.0
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.58385146,0.0,5,-0.4166666567325592,-0.16614854335784912,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.6057648,0.0,5,-0.369047611951828,-0.14423519372940063,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.6272609,0.0,5,-0.3214285671710968,-0.12273907661437988,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6482656,0.0,5,-0.2738095223903656,-0.10173439979553223,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.66871166,0.0,5,-0.226190447807312,-0.08128833770751953,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.6885404,0.0,5,-0.1785714030265808,-0.06145960092544556,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.7077009,0.0,5,-0.1309523582458496,-0.042299091815948486,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.7261516,0.0,5,-0.08333331346511841,-0.023848414421081543,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.7438592,0.0,5,-0.03571426868438721,-0.0061408281326293945,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.7607988,1.0,5,0.011904776096343994,0.010798811912536621,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.7607988,1.0,5,0.011904776096343994,0.010798811912536621,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7769542,1.0,5,0.059523820877075195,0.026954174041748047,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7769542,1.0,5,0.059523820877075195,0.026954174041748047,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.79231626,1.0,5,0.1071428656578064,0.0423162579536438,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.79231626,1.0,5,0.1071428656578064,0.0423162579536438,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.8068833,1.0,5,0.1547619104385376,0.056883275508880615,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.8068833,1.0,5,0.1547619104385376,0.056883275508880615,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.8206598,1.0,5,0.2023809552192688,0.0706598162651062,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.8206598,1.0,5,0.2023809552192688,0.0706598162651062,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.17917196,0.0,6,-0.2023809514939785,-0.07082803547382355,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.17917196,0.0,6,-0.2023809514939785,-0.07082803547382355,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.18890844,0.0,6,-0.154761902987957,-0.06109155714511871,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.18890844,0.0,6,-0.154761902987957,-0.06109155714511871,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.20390679,0.0,6,-0.1071428507566452,-0.04609321057796478,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.20390679,0.0,6,-0.1071428507566452,-0.04609321057796478,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.2197733,0.0,6,-0.059523805975914,-0.0302266925573349,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.2197733,0.0,6,-0.059523805975914,-0.0302266925573349,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.23650761,0.0,6,-0.0119047611951828,-0.013492390513420105,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.23650761,0.0,6,-0.0119047611951828,-0.013492390513420105,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.25410116,1.0,6,0.035714298486709595,0.004101157188415527,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.27253628,1.0,6,0.0833333432674408,0.022536277770996094,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.29178575,1.0,6,0.130952388048172,0.041785746812820435,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.31181195,1.0,6,0.1785714328289032,0.06181195378303528,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.33256724,1.0,6,0.2261904776096344,0.0825672447681427,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.35399345,1.0,6,0.273809552192688,0.10399344563484192,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.37602234,1.0,6,0.3214285969734192,0.1260223388671875,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.3985763,1.0,6,0.3690476417541504,0.1485762894153595,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.42156905,1.0,6,0.4166666865348816,0.17156904935836792,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.444907,1.0,6,0.4642857313156128,0.19490700960159302,20.0
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.28471446,0.0,6,-0.4523809514939785,-0.2152855396270752,1.0
0.5,b=0.50,0.095238097012043,1,1,0.0,0.304464,0.0,6,-0.404761902987957,-0.19553598761558533,2.0
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.32496116,0.0,6,-0.3571428507566452,-0.17503884434700012,3.0
0.5,b=0.50,0.190476194024086,3,3,0.0,0.34615144,0.0,6,-0.309523805975914,-0.1538485586643219,4.0
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.36797032,0.0,6,-0.2619047611951828,-0.1320296823978424,5.0
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.39034343,0.0,6,-0.2142857015132904,-0.10965657234191895,6.0
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.41318756,0.0,6,-0.1666666567325592,-0.08681243658065796,7.0
0.5,b=0.50,0.380952388048172,7,7,0.0,0.43641162,0.0,6,-0.119047611951828,-0.06358838081359863,8.0
0.5,b=0.50,0.4285714328289032,8,8,0.0,0.4599179,0.0,6,-0.0714285671710968,-0.04008209705352783,9.0
0.5,b=0.50,0.4761904776096344,9,9,0.0,0.48360392,0.0,6,-0.0238095223903656,-0.01639607548713684,10.0
0.5,b=0.50,0.523809552192688,10,10,1.0,0.50736386,1.0,6,0.02380955219268799,0.007363855838775635,11.0
0.5,b=0.50,0.5714285969734192,11,11,1.0,0.53109056,1.0,6,0.07142859697341919,0.03109055757522583,12.0
0.5,b=0.50,0.6190476417541504,12,12,1.0,0.5546775,1.0,6,0.11904764175415039,0.054677486419677734,13.0
0.5,b=0.50,0.6666666865348816,13,13,1.0,0.57802063,1.0,6,0.1666666865348816,0.07802063226699829,14.0
0.5,b=0.50,0.7142857313156128,14,14,1.0,0.60102034,1.0,6,0.2142857313156128,0.10102033615112305,15.0
0.5,b=0.50,0.761904776096344,15,15,1.0,0.62358284,1.0,6,0.261904776096344,0.12358283996582031,16.0
0.5,b=0.50,0.8095238208770752,16,16,1.0,0.6456217,1.0,6,0.3095238208770752,0.14562171697616577,17.0
0.5,b=0.50,0.8571428656578064,17,17,1.0,0.6670592,1.0,6,0.3571428656578064,0.16705918312072754,18.0
0.5,b=0.50,0.9047619104385376,18,18,1.0,0.6878269,1.0,6,0.4047619104385376,0.18782687187194824,19.0
0.5,b=0.50,0.9523809552192688,19,19,1.0,0.7078665,1.0,6,0.4523809552192688,0.20786648988723755,20.0
0.75,b=0.75,0.2857142984867096,0,0,0.0,0.54614824,0.0,6,-0.4642857015132904,-0.20385175943374634,1.0
0.75,b=0.75,0.3333333432674408,1,1,0.0,0.5695916,0.0,6,-0.4166666567325592,-0.18040841817855835,2.0
0.75,b=0.75,0.380952388048172,2,2,0.0,0.59272707,0.0,6,-0.369047611951828,-0.15727293491363525,3.0
0.75,b=0.75,0.4285714328289032,3,3,0.0,0.6154584,0.0,6,-0.3214285671710968,-0.1345415711402893,4.0
0.75,b=0.75,0.4761904776096344,4,4,0.0,0.6376966,0.0,6,-0.2738095223903656,-0.11230337619781494,5.0
0.75,b=0.75,0.523809552192688,5,5,0.0,0.6593606,0.0,6,-0.226190447807312,-0.09063941240310669,6.0
0.75,b=0.75,0.5714285969734192,6,6,0.0,0.68037844,0.0,6,-0.1785714030265808,-0.06962156295776367,7.0
0.75,b=0.75,0.6190476417541504,7,7,0.0,0.7006881,0.0,6,-0.1309523582458496,-0.04931187629699707,8.0
0.75,b=0.75,0.6666666865348816,8,8,0.0,0.7202379,0.0,6,-0.08333331346511841,-0.029762089252471924,9.0
0.75,b=0.75,0.7142857313156128,9,9,0.0,0.73898643,0.0,6,-0.03571426868438721,-0.011013567447662354,10.0
0.75,b=0.75,0.761904776096344,10,10,1.0,0.75690264,1.0,6,0.011904776096343994,0.006902635097503662,11.5
0.75,b=0.75,0.761904776096344,11,10,1.0,0.75690264,1.0,6,0.011904776096343994,0.006902635097503662,11.5
0.75,b=0.75,0.8095238208770752,12,11,1.0,0.7739651,1.0,6,0.059523820877075195,0.023965120315551758,13.5
0.75,b=0.75,0.8095238208770752,13,11,1.0,0.7739651,1.0,6,0.059523820877075195,0.023965120315551758,13.5
0.75,b=0.75,0.8571428656578064,14,12,1.0,0.79016215,1.0,6,0.1071428656578064,0.04016214609146118,15.5
0.75,b=0.75,0.8571428656578064,15,12,1.0,0.79016215,1.0,6,0.1071428656578064,0.04016214609146118,15.5
0.75,b=0.75,0.9047619104385376,16,13,1.0,0.80549014,1.0,6,0.1547619104385376,0.05549013614654541,17.5
0.75,b=0.75,0.9047619104385376,17,13,1.0,0.80549014,1.0,6,0.1547619104385376,0.05549013614654541,17.5
0.75,b=0.75,0.9523809552192688,18,14,1.0,0.8173381,1.0,6,0.2023809552192688,0.06733810901641846,19.5
0.75,b=0.75,0.9523809552192688,19,14,1.0,0.8173381,1.0,6,0.2023809552192688,0.06733810901641846,19.5
0.25,b=0.25,0.0476190485060215,0,0,0.0,0.16324209,0.0,7,-0.2023809514939785,-0.08675791323184967,1.5
0.25,b=0.25,0.0476190485060215,1,0,0.0,0.16324209,0.0,7,-0.2023809514939785,-0.08675791323184967,1.5
0.25,b=0.25,0.095238097012043,2,1,0.0,0.17828585,0.0,7,-0.154761902987957,-0.07171414792537689,3.5
0.25,b=0.25,0.095238097012043,3,1,0.0,0.17828585,0.0,7,-0.154761902987957,-0.07171414792537689,3.5
0.25,b=0.25,0.1428571492433548,4,2,0.0,0.1943939,0.0,7,-0.1071428507566452,-0.05560609698295593,5.5
0.25,b=0.25,0.1428571492433548,5,2,0.0,0.1943939,0.0,7,-0.1071428507566452,-0.05560609698295593,5.5
0.25,b=0.25,0.190476194024086,6,3,0.0,0.21158259,0.0,7,-0.059523805975914,-0.03841741383075714,7.5
0.25,b=0.25,0.190476194024086,7,3,0.0,0.21158259,0.0,7,-0.059523805975914,-0.03841741383075714,7.5
0.25,b=0.25,0.2380952388048172,8,4,0.0,0.22985752,0.0,7,-0.0119047611951828,-0.020142480731010437,9.5
0.25,b=0.25,0.2380952388048172,9,4,0.0,0.22985752,0.0,7,-0.0119047611951828,-0.020142480731010437,9.5
0.25,b=0.25,0.2857142984867096,10,5,1.0,0.24921189,0.0,7,0.035714298486709595,-0.0007881075143814087,11.0
0.25,b=0.25,0.3333333432674408,11,6,1.0,0.26962543,1.0,7,0.0833333432674408,0.019625425338745117,12.0
0.25,b=0.25,0.380952388048172,12,7,1.0,0.29106283,1.0,7,0.130952388048172,0.04106283187866211,13.0
0.25,b=0.25,0.4285714328289032,13,8,1.0,0.31347317,1.0,7,0.1785714328289032,0.0634731650352478,14.0
0.25,b=0.25,0.4761904776096344,14,9,1.0,0.33678925,1.0,7,0.2261904776096344,0.08678925037384033,15.0
0.25,b=0.25,0.523809552192688,15,10,1.0,0.36092782,1.0,7,0.273809552192688,0.11092782020568848,16.0
0.25,b=0.25,0.5714285969734192,16,11,1.0,0.3857901,1.0,7,0.3214285969734192,0.13579010963439941,17.0
0.25,b=0.25,0.6190476417541504,17,12,1.0,0.41126287,1.0,7,0.3690476417541504,0.1612628698348999,18.0
0.25,b=0.25,0.6666666865348816,18,13,1.0,0.43722034,1.0,7,0.4166666865348816,0.18722033500671387,19.0
0.25,b=0.25,0.7142857313156128,19,14,1.0,0.4635262,1.0,7,0.4642857313156128,0.21352618932724,20.0
0.5,b=0.50,0.0476190485060215,0,0,0.0,0.26242837,0.0,7,-0.4523809514939785,-0.2375716269016266,1.0
0.5,b=0.50,0.095238097012043,1,1,0.0,0.2835157,0.0,7,-0.404761902987957,-0.21648430824279785,2.0
0.5,b=0.50,0.1428571492433548,2,2,0.0,0.3055954,0.0,7,-0.3571428507566452,-0.19440460205078125,3.0
0.5,b=0.50,0.190476194024086,3,3,0.0,0.328606,0.0,7,-0.309523805975914,-0.1713939905166626,4.0
0.5,b=0.50,0.2380952388048172,4,4,0.0,0.35246977,0.0,7,-0.2619047611951828,-0.1475302278995514,5.0
0.5,b=0.50,0.2857142984867096,5,5,0.0,0.3770932,0.0,7,-0.2142857015132904,-0.12290680408477783,6.0
0.5,b=0.50,0.3333333432674408,6,6,0.0,0.40236792,0.0,7,-0.1666666567325592,-0.09763208031654358,7.0
